,Time,PRICE,SIZE,BID_PRICE1,ASK_PRICE1,BID_SIZE1,ASK_SIZE1,Type
16332,2023-03-16 21:41:00.843851,159.66,2,,,,,Deal
40872,2023-03-16 21:41:00.843851,,,159.63,159.66,1,14,Glass
16333,2023-03-16 21:41:05.580741,159.66,3,,,,,Deal
40873,2023-03-16 21:41:05.580741,,,159.63,159.66,1,11,Glass
16334,2023-03-16 21:41:10.736290,159.66,1,,,,,Deal
40874,2023-03-16 21:41:10.736290,,,159.63,159.66,1,10,Glass
40875,2023-03-16 21:41:15.068013,,,159.63,159.66,1,9,Glass
16335,2023-03-16 21:41:17.522867,159.66,5,,,,,Deal
40876,2023-03-16 21:41:17.522867,,,159.63,159.66,1,4,Glass
40877,2023-03-16 21:41:22.517090,,,159.63,159.66,1,5,Glass
40878,2023-03-16 21:41:25.985663,,,159.63,159.66,1,4,Glass
16336,2023-03-16 21:41:25.985663,159.66,1,,,,,Deal
40879,2023-03-16 21:41:38.103429,,,159.65,159.66,200,4,Glass
16337,2023-03-16 21:41:43.999496,159.66,1,,,,,Deal
40880,2023-03-16 21:41:43.999496,,,159.65,159.67,200,268,Glass
16338,2023-03-16 21:41:46.298009,159.67,1,,,,,Deal
40881,2023-03-16 21:41:46.298009,,,159.65,159.67,200,267,Glass
40882,2023-03-16 21:41:49.843998,,,159.66,159.67,1,267,Glass
16339,2023-03-16 21:41:59.068240,159.67,30,,,,,Deal
40883,2023-03-16 21:41:59.068240,,,159.66,159.67,1,237,Glass
40884,2023-03-16 21:41:59.823071,,,159.65,159.67,200,237,Glass
16340,2023-03-16 21:41:59.823071,159.66,1,,,,,Deal
16341,2023-03-16 21:42:00.457258,159.66,20,,,,,Deal
40885,2023-03-16 21:42:00.457258,,,159.65,159.66,200,679,Glass
40886,2023-03-16 21:42:01.146005,,,159.65,159.66,200,678,Glass
16342,2023-03-16 21:42:01.146005,159.66,1,,,,,Deal
40887,2023-03-16 21:42:03.611818,,,159.65,159.66,280,678,Glass
40888,2023-03-16 21:42:09.554093,,,159.65,159.66,280,548,Glass
16343,2023-03-16 21:42:09.554093,159.66,130,,,,,Deal
16344,2023-03-16 21:42:14.303764,159.66,1,,,,,Deal
40889,2023-03-16 21:42:14.303764,,,159.65,159.66,280,547,Glass
40890,2023-03-16 21:42:19.208923,,,159.65,159.66,280,546,Glass
16345,2023-03-16 21:42:19.208923,159.66,1,,,,,Deal
40891,2023-03-16 21:42:25.746473,,,159.65,159.66,80,546,Glass
16346,2023-03-16 21:42:25.746473,159.65,200,,,,,Deal
16347,2023-03-16 21:42:39.170650,159.63,1,,,,,Deal
40892,2023-03-16 21:42:39.170650,,,159.61,159.66,352,418,Glass
40893,2023-03-16 21:42:42.640121,,,159.63,159.66,20,418,Glass
40894,2023-03-16 21:42:44.943882,,,159.63,159.66,20,419,Glass
40895,2023-03-16 21:42:53.469896,,,159.63,159.66,20,423,Glass
40896,2023-03-16 21:43:03.390174,,,159.63,159.66,20,417,Glass
16348,2023-03-16 21:43:03.390174,159.66,6,,,,,Deal
40897,2023-03-16 21:43:08.964504,,,159.63,159.66,20,416,Glass
16349,2023-03-16 21:43:08.964504,159.66,1,,,,,Deal
40898,2023-03-16 21:43:15.222460,,,159.63,159.66,20,411,Glass
16350,2023-03-16 21:43:15.222460,159.66,5,,,,,Deal
40899,2023-03-16 21:43:16.661085,,,159.63,159.66,20,410,Glass
16351,2023-03-16 21:43:16.661085,159.66,1,,,,,Deal
40900,2023-03-16 21:43:23.116242,,,159.63,159.66,20,417,Glass
40901,2023-03-16 21:43:29.674457,,,159.63,159.65,20,13,Glass
40902,2023-03-16 21:43:35.655133,,,159.63,159.65,20,12,Glass
16352,2023-03-16 21:43:35.655133,159.65,1,,,,,Deal
16353,2023-03-16 21:44:00.510459,159.65,12,,,,,Deal
40903,2023-03-16 21:44:00.510459,,,159.63,159.66,20,417,Glass
40904,2023-03-16 21:44:01.537033,,,159.63,159.66,20,381,Glass
40905,2023-03-16 21:44:05.375017,,,159.63,159.66,20,380,Glass
40906,2023-03-16 21:44:07.950261,,,159.63,159.66,20,377,Glass
16354,2023-03-16 21:44:07.950261,159.66,3,,,,,Deal
40907,2023-03-16 21:44:12.938267,,,159.65,159.66,1,377,Glass
40908,2023-03-16 21:44:15.451853,,,159.63,159.66,20,377,Glass
16355,2023-03-16 21:44:15.451853,159.65,1,,,,,Deal
16356,2023-03-16 21:44:16.555293,159.63,19,,,,,Deal
40909,2023-03-16 21:44:16.555293,,,159.61,159.66,339,377,Glass
16357,2023-03-16 21:44:24.519932,159.66,2,,,,,Deal
40910,2023-03-16 21:44:24.519932,,,159.61,159.66,131,467,Glass
40911,2023-03-16 21:44:30.050449,,,159.61,159.66,116,467,Glass
16358,2023-03-16 21:44:30.050449,159.61,15,,,,,Deal
40912,2023-03-16 21:44:32.059034,,,159.61,159.65,1,190,Glass
40913,2023-03-16 21:44:36.670148,,,159.63,159.65,1,190,Glass
16359,2023-03-16 21:44:57.106990,159.65,1,,,,,Deal
40914,2023-03-16 21:44:57.106990,,,159.63,159.65,1,189,Glass
40915,2023-03-16 21:45:08.405508,,,159.63,159.65,1,187,Glass
16360,2023-03-16 21:45:08.405508,159.65,2,,,,,Deal
40916,2023-03-16 21:45:22.179586,,,159.63,159.64,1,2,Glass
16361,2023-03-16 21:45:33.893022,159.64,2,,,,,Deal
40917,2023-03-16 21:45:33.893022,,,159.63,159.65,1,187,Glass
40918,2023-03-16 21:45:34.887273,,,159.64,159.65,1,187,Glass
40919,2023-03-16 21:45:50.742156,,,159.63,159.65,1,187,Glass
16362,2023-03-16 21:45:50.742156,159.64,1,,,,,Deal
16363,2023-03-16 21:45:59.849012,159.65,26,,,,,Deal
40920,2023-03-16 21:45:59.849012,,,159.62,159.65,36,161,Glass
16364,2023-03-16 21:46:06.045551,159.65,6,,,,,Deal
40921,2023-03-16 21:46:06.045551,,,159.62,159.65,36,155,Glass
16365,2023-03-16 21:46:09.374226,159.65,1,,,,,Deal
40922,2023-03-16 21:46:09.374226,,,159.62,159.65,36,154,Glass
40923,2023-03-16 21:46:19.618052,,,159.62,159.65,36,158,Glass
40924,2023-03-16 21:46:21.496782,,,159.62,159.65,36,4,Glass
40925,2023-03-16 21:46:29.641857,,,159.62,159.65,36,157,Glass
16366,2023-03-16 21:46:29.641857,159.65,1,,,,,Deal
16367,2023-03-16 21:46:31.082968,159.65,2,,,,,Deal
40926,2023-03-16 21:46:31.082968,,,159.62,159.65,36,155,Glass
40927,2023-03-16 21:46:35.426627,,,159.62,159.65,36,154,Glass
16368,2023-03-16 21:46:35.426627,159.65,1,,,,,Deal
40928,2023-03-16 21:46:52.451377,,,159.62,159.65,36,202,Glass
40929,2023-03-16 21:46:56.366975,,,159.62,159.65,36,197,Glass
16369,2023-03-16 21:46:56.366975,159.65,5,,,,,Deal
40930,2023-03-16 21:47:01.211632,,,159.62,159.65,36,852,Glass
40931,2023-03-16 21:47:12.844968,,,159.62,159.65,36,692,Glass
16370,2023-03-16 21:47:12.844968,159.65,15,,,,,Deal
40932,2023-03-16 21:47:13.963413,,,159.62,159.65,36,37,Glass
40933,2023-03-16 21:47:18.056705,,,159.63,159.65,2,37,Glass
40934,2023-03-16 21:47:21.054283,,,159.63,159.65,2,36,Glass
16371,2023-03-16 21:47:21.054283,159.65,1,,,,,Deal
40935,2023-03-16 21:47:38.563653,,,159.63,159.64,2,55,Glass
40936,2023-03-16 21:47:47.157179,,,159.63,159.64,2,30,Glass
16372,2023-03-16 21:47:47.157179,159.64,25,,,,,Deal
16373,2023-03-16 21:47:56.788748,159.63,1,,,,,Deal
40937,2023-03-16 21:47:56.788748,,,159.63,159.64,1,30,Glass
40938,2023-03-16 21:48:03.404212,,,159.62,159.64,36,30,Glass
16374,2023-03-16 21:48:03.404212,159.63,1,,,,,Deal
16375,2023-03-16 21:48:08.344444,159.64,1,,,,,Deal
40939,2023-03-16 21:48:08.344444,,,159.62,159.64,17,29,Glass
16376,2023-03-16 21:48:37.601007,159.62,15,,,,,Deal
40940,2023-03-16 21:48:37.601007,,,159.62,159.64,2,29,Glass
40941,2023-03-16 21:48:43.590401,,,159.62,159.64,12,29,Glass
40942,2023-03-16 21:48:45.565444,,,159.62,159.64,12,28,Glass
16377,2023-03-16 21:48:45.565444,159.64,1,,,,,Deal
16378,2023-03-16 21:48:48.853220,159.64,20,,,,,Deal
40943,2023-03-16 21:48:48.853220,,,159.62,159.64,12,8,Glass
16379,2023-03-16 21:49:00.409401,159.62,1,,,,,Deal
40944,2023-03-16 21:49:00.409401,,,159.62,159.64,11,8,Glass
40945,2023-03-16 21:49:11.264550,,,159.59,159.6,34,398,Glass
16380,2023-03-16 21:49:11.264550,159.6,1,,,,,Deal
40946,2023-03-16 21:49:19.508505,,,159.59,159.6,34,371,Glass
16381,2023-03-16 21:49:19.508505,159.6,27,,,,,Deal
40947,2023-03-16 21:49:36.775686,,,159.59,159.6,34,369,Glass
16382,2023-03-16 21:49:36.775686,159.6,2,,,,,Deal
40948,2023-03-16 21:49:44.677097,,,159.59,159.63,34,92,Glass
40949,2023-03-16 21:49:45.528982,,,159.6,159.64,20,190,Glass
40950,2023-03-16 21:49:46.879570,,,159.6,159.64,21,190,Glass
40951,2023-03-16 21:49:48.770583,,,159.6,159.64,20,190,Glass
40952,2023-03-16 21:49:51.607321,,,159.6,159.64,25,190,Glass
16383,2023-03-16 21:49:51.777255,159.64,1,,,,,Deal
16384,2023-03-16 21:49:59.264969,159.6,20,,,,,Deal
40953,2023-03-16 21:49:59.264969,,,159.6,159.64,6,189,Glass
40954,2023-03-16 21:50:23.681883,,,159.59,159.6,44,361,Glass
40955,2023-03-16 21:50:34.872217,,,159.59,159.6,44,10,Glass
40956,2023-03-16 21:50:35.822510,,,159.59,159.63,44,92,Glass
16385,2023-03-16 21:50:35.822510,159.6,10,,,,,Deal
40957,2023-03-16 21:50:49.543102,,,159.59,159.64,44,190,Glass
16386,2023-03-16 21:50:49.543102,159.6,31,,,,,Deal
40958,2023-03-16 21:50:52.570827,,,159.58,159.59,26,139,Glass
16387,2023-03-16 21:50:52.570827,159.59,137,,,,,Deal
40959,2023-03-16 21:50:56.996988,,,159.58,159.59,26,135,Glass
16388,2023-03-16 21:50:56.996988,159.59,4,,,,,Deal
40960,2023-03-16 21:51:01.133782,,,159.58,159.59,25,135,Glass
16389,2023-03-16 21:51:01.133782,159.58,1,,,,,Deal
40961,2023-03-16 21:51:13.205287,,,159.56,159.59,10,34,Glass
16390,2023-03-16 21:51:13.205287,159.59,1,,,,,Deal
40962,2023-03-16 21:51:26.991881,,,159.56,159.59,20,34,Glass
40963,2023-03-16 21:51:35.780010,,,159.56,159.59,10,34,Glass
16391,2023-03-16 21:51:35.780010,159.56,10,,,,,Deal
40964,2023-03-16 21:51:40.888675,,,159.55,159.59,23,30,Glass
16392,2023-03-16 21:51:40.888675,159.59,4,,,,,Deal
40965,2023-03-16 21:51:43.750940,,,159.55,159.6,23,199,Glass
16393,2023-03-16 21:51:43.750940,159.59,30,,,,,Deal
40966,2023-03-16 21:51:47.703507,,,159.59,159.62,270,190,Glass
40967,2023-03-16 21:51:48.529569,,,159.59,159.61,270,9,Glass
40968,2023-03-16 21:52:01.660108,,,159.59,159.61,282,9,Glass
40969,2023-03-16 21:52:11.773058,,,159.59,159.61,282,8,Glass
16394,2023-03-16 21:52:11.773058,159.61,1,,,,,Deal
40970,2023-03-16 21:52:18.413532,,,159.59,159.61,277,8,Glass
16395,2023-03-16 21:52:18.413532,159.59,5,,,,,Deal
40971,2023-03-16 21:52:26.514462,,,159.59,159.6,277,1000,Glass
16396,2023-03-16 21:52:35.223877,159.6,3,,,,,Deal
40972,2023-03-16 21:52:35.223877,,,159.59,159.6,277,997,Glass
40973,2023-03-16 21:52:50.164375,,,159.59,159.6,277,996,Glass
16397,2023-03-16 21:52:50.164375,159.6,1,,,,,Deal
16398,2023-03-16 21:52:58.720034,159.6,9,,,,,Deal
40974,2023-03-16 21:52:58.720034,,,159.59,159.6,277,987,Glass
40975,2023-03-16 21:53:09.258808,,,159.59,159.6,327,987,Glass
16399,2023-03-16 21:53:11.595241,159.6,30,,,,,Deal
40976,2023-03-16 21:53:11.595241,,,159.59,159.6,327,957,Glass
16400,2023-03-16 21:53:20.753593,159.6,20,,,,,Deal
40977,2023-03-16 21:53:20.753593,,,159.59,159.6,327,937,Glass
40978,2023-03-16 21:53:29.606248,,,159.59,159.6,237,937,Glass
40979,2023-03-16 21:53:41.827871,,,159.59,159.6,237,1437,Glass
16401,2023-03-16 21:53:57.621726,159.59,1,,,,,Deal
40980,2023-03-16 21:53:57.621726,,,159.59,159.6,236,1461,Glass
40981,2023-03-16 21:54:05.081635,,,159.59,159.6,236,1451,Glass
16402,2023-03-16 21:54:05.081635,159.6,10,,,,,Deal
40982,2023-03-16 21:54:09.952923,,,159.59,159.6,236,1449,Glass
16403,2023-03-16 21:54:09.952923,159.6,2,,,,,Deal
40983,2023-03-16 21:54:18.378569,,,159.59,159.6,236,1450,Glass
16404,2023-03-16 21:54:23.420615,159.6,759,,,,,Deal
40984,2023-03-16 21:54:23.420615,,,159.59,159.6,236,691,Glass
16405,2023-03-16 21:54:25.780147,159.59,1,,,,,Deal
40985,2023-03-16 21:54:25.780147,,,159.59,159.6,235,667,Glass
16406,2023-03-16 21:54:26.915039,159.6,1,,,,,Deal
40986,2023-03-16 21:54:26.915039,,,159.59,159.6,235,666,Glass
16407,2023-03-16 21:54:33.551844,159.6,1,,,,,Deal
40987,2023-03-16 21:54:33.551844,,,159.59,159.6,235,665,Glass
40988,2023-03-16 21:54:35.636576,,,159.59,159.6,236,665,Glass
40989,2023-03-16 21:54:39.054945,,,159.59,159.6,236,501,Glass
16408,2023-03-16 21:54:39.054945,159.6,164,,,,,Deal
40990,2023-03-16 21:54:47.396684,,,159.6,159.63,26,9,Glass
40991,2023-03-16 21:54:48.087881,,,159.62,159.63,10,9,Glass
40992,2023-03-16 21:54:49.449470,,,159.62,159.63,9,9,Glass
16409,2023-03-16 21:54:49.449470,159.62,1,,,,,Deal
16410,2023-03-16 21:54:53.573434,159.63,3,,,,,Deal
40993,2023-03-16 21:54:53.573434,,,159.62,159.63,9,6,Glass
16411,2023-03-16 21:54:56.914709,159.62,9,,,,,Deal
40994,2023-03-16 21:54:56.914709,,,159.6,159.63,26,6,Glass
40995,2023-03-16 21:54:59.779628,,,159.6,159.63,26,4,Glass
40996,2023-03-16 21:55:01.452362,,,159.6,159.63,26,3,Glass
16412,2023-03-16 21:55:01.452362,159.63,1,,,,,Deal
16413,2023-03-16 21:55:05.927112,159.63,1,,,,,Deal
40997,2023-03-16 21:55:05.927112,,,159.6,159.63,26,2,Glass
16414,2023-03-16 21:55:10.814162,159.63,2,,,,,Deal
40998,2023-03-16 21:55:10.814162,,,159.6,159.64,26,190,Glass
16415,2023-03-16 21:55:12.304990,159.6,20,,,,,Deal
40999,2023-03-16 21:55:12.304990,,,159.6,159.64,9,187,Glass
16416,2023-03-16 21:55:15.456963,159.6,6,,,,,Deal
41000,2023-03-16 21:55:15.456963,,,159.6,159.64,13,187,Glass
16417,2023-03-16 21:55:21.898876,159.64,1,,,,,Deal
41001,2023-03-16 21:55:21.898876,,,159.6,159.64,9,189,Glass
16418,2023-03-16 21:55:23.691571,159.64,10,,,,,Deal
41002,2023-03-16 21:55:23.691571,,,159.6,159.64,10,179,Glass
16419,2023-03-16 21:55:24.336952,159.6,10,,,,,Deal
41003,2023-03-16 21:55:24.336952,,,159.6,159.64,1,179,Glass
41004,2023-03-16 21:55:28.544391,,,159.61,159.64,2,189,Glass
41005,2023-03-16 21:55:30.230538,,,159.61,159.62,2,150,Glass
41006,2023-03-16 21:55:35.828365,,,159.61,159.62,2,140,Glass
16420,2023-03-16 21:55:35.828365,159.62,10,,,,,Deal
16421,2023-03-16 21:55:44.068674,159.62,1,,,,,Deal
41007,2023-03-16 21:55:44.068674,,,159.61,159.62,2,139,Glass
16422,2023-03-16 21:55:45.902254,159.62,10,,,,,Deal
41008,2023-03-16 21:55:45.902254,,,159.61,159.62,2,129,Glass
16423,2023-03-16 21:56:04.098903,159.62,1,,,,,Deal
41009,2023-03-16 21:56:04.098903,,,159.61,159.62,2,128,Glass
41010,2023-03-16 21:56:05.428230,,,159.61,159.62,5,128,Glass
16424,2023-03-16 21:56:10.325094,159.62,5,,,,,Deal
41011,2023-03-16 21:56:10.325094,,,159.61,159.62,5,123,Glass
16425,2023-03-16 21:56:11.788986,159.61,1,,,,,Deal
41012,2023-03-16 21:56:11.788986,,,159.61,159.62,4,123,Glass
16426,2023-03-16 21:56:19.845900,159.62,6,,,,,Deal
41013,2023-03-16 21:56:19.845900,,,159.61,159.62,4,117,Glass
41014,2023-03-16 21:56:20.351473,,,159.61,159.62,4,117,Glass
16427,2023-03-16 21:56:20.351473,159.62,1,,,,,Deal
41015,2023-03-16 21:56:37.227551,,,159.61,159.62,4,33,Glass
16428,2023-03-16 21:56:37.227551,159.62,84,,,,,Deal
41016,2023-03-16 21:56:38.875573,,,159.61,159.62,4,1,Glass
16429,2023-03-16 21:56:38.875573,159.62,32,,,,,Deal
16430,2023-03-16 21:56:45.666777,159.62,5,,,,,Deal
41017,2023-03-16 21:56:45.666777,,,159.62,159.63,318,1,Glass
41018,2023-03-16 21:56:59.970114,,,159.62,159.64,318,190,Glass
16431,2023-03-16 21:56:59.970114,159.63,1,,,,,Deal
41019,2023-03-16 21:57:02.180481,,,159.62,159.64,302,1,Glass
16432,2023-03-16 21:57:02.180481,159.62,10,,,,,Deal
41020,2023-03-16 21:57:04.470803,,,159.62,159.64,312,1,Glass
41021,2023-03-16 21:57:13.208858,,,159.62,159.65,312,37,Glass
16433,2023-03-16 21:57:13.208858,159.64,1,,,,,Deal
41022,2023-03-16 21:57:21.855610,,,159.62,159.65,312,22,Glass
16434,2023-03-16 21:57:21.855610,159.65,4,,,,,Deal
41023,2023-03-16 21:57:27.791799,,,159.63,159.65,3,22,Glass
41024,2023-03-16 21:57:28.923737,,,159.63,159.65,3,21,Glass
16435,2023-03-16 21:57:28.923737,159.65,1,,,,,Deal
41025,2023-03-16 21:57:33.560376,,,159.63,159.65,4,21,Glass
41026,2023-03-16 21:57:44.123555,,,159.63,159.65,4,26,Glass
16436,2023-03-16 21:57:53.973133,159.65,1,,,,,Deal
41027,2023-03-16 21:57:53.973133,,,159.63,159.65,4,25,Glass
16437,2023-03-16 21:58:03.875126,159.65,19,,,,,Deal
41028,2023-03-16 21:58:03.875126,,,159.63,159.65,4,6,Glass
41029,2023-03-16 21:58:22.046534,,,159.65,159.66,76,375,Glass
41030,2023-03-16 21:58:32.460495,,,159.65,159.66,76,376,Glass
41031,2023-03-16 21:58:38.694845,,,159.65,159.66,76,366,Glass
16438,2023-03-16 21:58:38.694845,159.66,10,,,,,Deal
41032,2023-03-16 21:58:47.072009,,,159.65,159.66,1,366,Glass
16439,2023-03-16 21:58:47.072009,159.65,75,,,,,Deal
41033,2023-03-16 21:58:55.526967,,,159.63,159.65,24,25,Glass
16440,2023-03-16 21:58:55.526967,159.65,31,,,,,Deal
41034,2023-03-16 21:58:59.607180,,,159.63,159.65,21,25,Glass
41035,2023-03-16 21:59:00.411923,,,159.64,159.65,3,25,Glass
16441,2023-03-16 21:59:01.264502,159.65,1,,,,,Deal
41036,2023-03-16 21:59:01.264502,,,159.64,159.65,3,24,Glass
41037,2023-03-16 21:59:07.910005,,,159.64,159.65,3,15,Glass
16442,2023-03-16 21:59:07.910005,159.65,9,,,,,Deal
41038,2023-03-16 21:59:17.412486,,,159.64,159.65,3,20,Glass
41039,2023-03-16 21:59:18.703375,,,159.64,159.65,1,20,Glass
16443,2023-03-16 21:59:18.703375,159.64,2,,,,,Deal
41040,2023-03-16 21:59:19.488315,,,159.64,159.65,1,17,Glass
16444,2023-03-16 21:59:19.488315,159.65,3,,,,,Deal
41041,2023-03-16 21:59:28.187600,,,159.64,159.65,1,16,Glass
16445,2023-03-16 21:59:28.187600,159.65,1,,,,,Deal
41042,2023-03-16 21:59:40.880760,,,159.64,159.65,6,16,Glass
16446,2023-03-16 21:59:52.416982,159.65,2,,,,,Deal
41043,2023-03-16 21:59:52.416982,,,159.64,159.65,6,14,Glass
16447,2023-03-16 22:00:08.355821,159.65,2,,,,,Deal
41044,2023-03-16 22:00:08.355821,,,159.64,159.65,6,12,Glass
16448,2023-03-16 22:00:13.819939,159.65,7,,,,,Deal
41045,2023-03-16 22:00:13.819939,,,159.64,159.66,6,366,Glass
41046,2023-03-16 22:00:18.329705,,,159.65,159.66,3,366,Glass
16449,2023-03-16 22:00:18.872619,159.65,3,,,,,Deal
41047,2023-03-16 22:00:18.872619,,,159.63,159.66,29,366,Glass
41048,2023-03-16 22:00:25.557191,,,159.63,159.65,21,24,Glass
16450,2023-03-16 22:00:25.557191,159.63,1,,,,,Deal
41049,2023-03-16 22:00:32.279070,,,159.63,159.65,21,22,Glass
16451,2023-03-16 22:00:32.279070,159.65,1,,,,,Deal
41050,2023-03-16 22:00:33.193249,,,159.63,159.65,22,22,Glass
41051,2023-03-16 22:00:33.914360,,,159.63,159.65,22,12,Glass
16452,2023-03-16 22:00:33.914360,159.65,10,,,,,Deal
41052,2023-03-16 22:00:37.064213,,,159.63,159.65,22,11,Glass
16453,2023-03-16 22:00:37.064213,159.65,1,,,,,Deal
41053,2023-03-16 22:00:49.306339,,,159.63,159.65,24,11,Glass
41054,2023-03-16 22:00:51.677936,,,159.63,159.66,24,366,Glass
16454,2023-03-16 22:00:51.677936,159.65,11,,,,,Deal
41055,2023-03-16 22:00:55.206390,,,159.65,159.66,43,366,Glass
41056,2023-03-16 22:00:56.089904,,,159.65,159.66,42,366,Glass
16455,2023-03-16 22:00:56.089904,159.65,1,,,,,Deal
16456,2023-03-16 22:00:57.379450,159.65,22,,,,,Deal
41057,2023-03-16 22:00:57.379450,,,159.65,159.66,20,366,Glass
16457,2023-03-16 22:01:00.046148,159.66,1,,,,,Deal
41058,2023-03-16 22:01:00.046148,,,159.63,159.66,10,365,Glass
16458,2023-03-16 22:01:04.272237,159.63,1,,,,,Deal
41059,2023-03-16 22:01:04.272237,,,159.63,159.66,9,365,Glass
41060,2023-03-16 22:01:07.181919,,,159.65,159.66,1,364,Glass
16459,2023-03-16 22:01:07.593064,159.66,1,,,,,Deal
41061,2023-03-16 22:01:19.571326,,,159.63,159.66,9,363,Glass
41062,2023-03-16 22:01:28.178805,,,159.63,159.65,10,32,Glass
16460,2023-03-16 22:01:29.361933,159.65,32,,,,,Deal
41063,2023-03-16 22:01:29.361933,,,159.63,159.66,10,363,Glass
41064,2023-03-16 22:01:32.016714,,,159.64,159.66,7,93,Glass
16461,2023-03-16 22:01:32.016714,159.66,2,,,,,Deal
41065,2023-03-16 22:01:45.930842,,,159.63,159.66,10,90,Glass
16462,2023-03-16 22:01:45.930842,159.66,3,,,,,Deal
41066,2023-03-16 22:01:46.910458,,,159.63,159.66,10,89,Glass
16463,2023-03-16 22:01:46.910458,159.66,1,,,,,Deal
41067,2023-03-16 22:01:49.550244,,,159.63,159.66,10,87,Glass
16464,2023-03-16 22:01:49.550244,159.66,2,,,,,Deal
41068,2023-03-16 22:02:04.903540,,,159.63,159.66,10,87,Glass
16465,2023-03-16 22:02:10.236284,159.66,15,,,,,Deal
41069,2023-03-16 22:02:10.236284,,,159.63,159.66,10,72,Glass
16466,2023-03-16 22:02:13.295142,159.66,1,,,,,Deal
41070,2023-03-16 22:02:13.295142,,,159.63,159.66,10,71,Glass
41071,2023-03-16 22:02:19.342214,,,159.63,159.66,31,71,Glass
16467,2023-03-16 22:02:20.886552,159.66,5,,,,,Deal
41072,2023-03-16 22:02:20.886552,,,159.63,159.66,31,66,Glass
41073,2023-03-16 22:02:22.245468,,,159.63,159.66,31,64,Glass
16468,2023-03-16 22:02:22.245468,159.66,2,,,,,Deal
41074,2023-03-16 22:02:23.210933,,,159.63,159.66,23,64,Glass
16469,2023-03-16 22:02:23.210933,159.63,8,,,,,Deal
41075,2023-03-16 22:02:27.432016,,,159.63,159.66,22,64,Glass
16470,2023-03-16 22:02:27.432016,159.63,1,,,,,Deal
41076,2023-03-16 22:02:37.471862,,,159.63,159.66,122,61,Glass
16471,2023-03-16 22:02:37.471862,159.66,3,,,,,Deal
41077,2023-03-16 22:02:38.375175,,,159.63,159.66,122,12,Glass
16472,2023-03-16 22:02:38.375175,159.66,49,,,,,Deal
41078,2023-03-16 22:02:45.931312,,,159.63,159.68,121,91,Glass
16473,2023-03-16 22:02:45.931312,159.63,1,,,,,Deal
16474,2023-03-16 22:02:49.582707,159.68,1,,,,,Deal
41079,2023-03-16 22:02:49.582707,,,159.63,159.68,121,89,Glass
41080,2023-03-16 22:03:01.123786,,,159.63,159.68,100,89,Glass
16475,2023-03-16 22:03:01.123786,159.63,21,,,,,Deal
16476,2023-03-16 22:03:01.763096,159.68,1,,,,,Deal
41081,2023-03-16 22:03:01.763096,,,159.64,159.68,19,228,Glass
16477,2023-03-16 22:03:18.411926,159.68,1,,,,,Deal
41082,2023-03-16 22:03:18.411926,,,159.64,159.68,19,227,Glass
16478,2023-03-16 22:03:20.394186,159.68,7,,,,,Deal
41083,2023-03-16 22:03:20.394186,,,159.64,159.68,19,220,Glass
41084,2023-03-16 22:03:24.076767,,,159.64,159.68,19,219,Glass
16479,2023-03-16 22:03:24.076767,159.68,1,,,,,Deal
41085,2023-03-16 22:03:29.581490,,,159.63,159.68,313,219,Glass
16480,2023-03-16 22:03:29.581490,159.64,19,,,,,Deal
41086,2023-03-16 22:03:30.239730,,,159.63,159.68,312,219,Glass
16481,2023-03-16 22:03:30.239730,159.64,9,,,,,Deal
41087,2023-03-16 22:03:31.161219,,,159.62,159.65,5,3,Glass
41088,2023-03-16 22:03:34.127734,,,159.61,159.64,322,2,Glass
41089,2023-03-16 22:03:46.120994,,,159.61,159.65,100,3,Glass
41090,2023-03-16 22:03:47.102727,,,159.61,159.65,100,5,Glass
16482,2023-03-16 22:03:49.591569,159.65,1,,,,,Deal
41091,2023-03-16 22:03:49.591569,,,159.6,159.65,93,4,Glass
41092,2023-03-16 22:03:50.725508,,,159.6,159.61,93,100,Glass
41093,2023-03-16 22:03:52.217718,,,159.6,159.61,93,99,Glass
16483,2023-03-16 22:03:52.217718,159.61,1,,,,,Deal
41094,2023-03-16 22:03:54.637821,,,159.6,159.61,93,95,Glass
16484,2023-03-16 22:03:54.637821,159.61,4,,,,,Deal
41095,2023-03-16 22:04:02.580782,,,159.6,159.61,99,95,Glass
16485,2023-03-16 22:04:15.583150,159.61,1,,,,,Deal
41096,2023-03-16 22:04:15.583150,,,159.6,159.61,99,94,Glass
16486,2023-03-16 22:04:18.298518,159.61,2,,,,,Deal
41097,2023-03-16 22:04:18.298518,,,159.6,159.61,99,92,Glass
